OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
SWAA2025032407764,3/20/2025 0:00:00,3/24/2025 15:48:40,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,8716B,BOEING,7378,42544,17271.0,8016.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT AND RIGHT LOWER FORWARD EMERGENCY LIGHTS INOP AT OWE<[01] LEFT AND RIGHT LOWER EMERGENCY LIGHTS AT OWE ARE RELATED TO BATTERY PACK M1694 WHICH REPLACEMENT; TESTING AND CLOSING WILL BE ADDRESSED ON TTG8Q00ZD75Z.;[02] VERIFIED CORRECTIVE ACTION #1
AALA202504157700,3/11/2025 0:00:00,4/15/2025 15:31:09,AALA,AALA,A,SW,21,A,5320,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,TRANSITION PANEL,143A7501188,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500F,500G,,,,,,,,,26,R,,,,,,,2.0,,AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT TRANSITION PANEL FROM BS 500F TO BS 500G AT RBL 26. REPLACED TRANSITION PANEL PER AARD 51-00-05-1.
SWAA2025032609560,3/4/2025 0:00:00,3/26/2025 15:31:07,SWAA,SWAA,A,SW,29,A,5730,O,,,K,,,,IN,V,8689C,BOEING,7378H4,36658,29503.0,14622.0,,,,,,,,,,,BOEING,DOUBLER,,,DAMAGED,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R WING DEFLECTION CONTROL RIB HAS 2EA ELONGATED FASTENER HOLE ON ATTACHMENT TAB.(MARKED)<[01] WEAR DAMAGE ON RIGHT WING I/B FIXED T/E DEFLECTION CONTROL RIB UPPER TAB IS OUT OF LIMITS PER SRM 53-51-02-1A-1. CUT AND REMOVED THE DAMAGED PART OF THE DEFLECTION CONTROL UPPER TAB PER SRM 57-51-02-2R-4.;[02] C/W NDT AND VISUAL INSPECTIONS PER SRM 57-51-02-2R-4. 737NDT PART 6;51-00-00; PROCEDURE 23. 737NDT PART 6;51-00-00; PROCEDURE 16.;[03] C/W INSPECTION C/A 1 WEAR DAMAGE ON RIGHT WING I/B FIXED T/E DEFLECTION CONTROL RIB UPPER TAB IS OUT OF LIMITS PER SRM 53-51-02-1A-1. CUT AND REMOVED THE DAMAGED PART OF THE DEFLECTION CONTROL UPPER TAB PER SRM 57-51-02-2R-4.;[04] RII: OBTAINED PREFABRICATED DOUBLER (P/N 57510501-01) AND NEW O/B SERRATED RIB PLATE (P/N 1145A2183Y1ATSMRO) FROM STORES. FABRICATED REPAIR FILLER FROM 0.10 IN THICK; 7075-76 MATERIAL. LOCATED AND DRILLED NEW DOUBLER; FILLER; AND O/B SERRATED RIB PLATE PER SRM 57-51-02-2R-4. THIS REPAIR IS BEING ACCOMPLISHED ALONG WITH SRM 57-51-02-2R-1 FOR THE T/E SUPPORT BEAM. REFERENCE TTG8Q00Z25LF FOR THE SUPPORT BEAM REPAIR.;[05] INSPECTED WORK ABOVE;[06] ALODINED; PRIMED AND PAINTED REPAIR PARTS PER SOPM 20-41-02. OK TO INSTALL REPAIR PARTS PER SRM 57-51-02-2R-4.;[07] OK;[08] INSTALLED REPAIR PARTS AND HARDWARE PER SRM 57-51-02-2R-4. APPLIED DECORATIVE FINISH PER AMM 51-21-99.;[09] RII INSPECTED WORK ABOVE;[10] SEE CORRECTIVE ACTIONS 1-9 FOR INDIVIDUAL SIGNOFFS.
AALA202503271708,3/26/2025 0:00:00,3/27/2025 9:16:58,AALA,AALA,A,SW,21,A,2611,N,,,O,,,,LD,O,983AN,BOEING,737823,29570,46364.0,19592.0,,,,,,,,,,,BOEING,SMOKE DETECTOR,,,FALSE ACTIVATION,ZONE 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: RIGHT AT TOUCHDOWN MASTER CAUTION LAVATORY SMOKE WITH ALARM. FLIGHT CREW VERIFIED THERE NO FIRE IN FORWARD LAVATORY PER QRH. MAINTENANCE ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK OF THE SMOKE DETECTION SYSTEM PER AMM 26-14-00.
AALA202503271780,3/26/2025 0:00:00,3/27/2025 9:42:40,AALA,AALA,A,SW,21,A,3350,L,,,K,,,,IN,C,338RS,BOEING,7378,44458,14089.0,5218.0,,,,,,,,,,,,SIGN,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT SIGN IN THE SIDEWALL NEXT TO LEFT HAND FORWARD OVERWING EXIT IS INOPERATIVE. REPLACED EXIT SIGN PER AMM 33-51-01. ACCOMPLISHED SATISFACTORY OPERATIONAL CHECK.
CALA2025032803274,3/26/2025 0:00:00,3/28/2025 7:50:33,CALA,CALA,A,GL,33,A,3397,L,,,K,,,,IN,C,14250,BOEING,737824,28957,77491.0,29371.0,,,,,,,,,,,,ELEC CONNECTOR,,,DAMAGED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IN SEAT EMERGENCY LIGHTS INOP AT SEATS 7-14.EMERGENCY LIGHTING SYSTEM FUNCTIONAL CHECK (INTERIOR AND EXTERIOR) {MULT-33-3-0004} - SLAVED IN A NEW CHARGER AT #M1676, NO HELP. CONTINUEING WITH TROUBLESHOOTING, REFERRED TO WM #33-51-21. TROUBLESHOT DOWN TO NO EMERGENCY LIGHT POWER GETTING TO SEAT ROWS 7-14. FOUND #D12802 PLUG BEHIND L/H DADO #1 PIN PUSHED OUT. REINSERTED PIN. ALSO REPLACED EMERG. BATT. # M1676. REFERRED TO WM #33-51-21-1, MM #33-51-06-960-805 SWPM #20-61-11. OPS CHKS GOOD."
ASAA2025032656888,3/26/2025 0:00:00,3/27/2025 18:28:49,ASAA,ASAA,A,NM,2,A,3350,O,,,K,,,,IN,V,557AS,BOEING,737890,35176,67931.0,20231.0,,,,,,,,,,,,LIGHT,,,MALFUNCTIONED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXIT ROW LIGHT ABOVE 17A IS INTERMITTEN. GROUNDED - YES. OPS CHECK GOOD @ 17A EXIT ROW LIGHT.
SWAA2025041403932,3/10/2025 0:00:00,4/14/2025 15:45:10,SWAA,SWAA,A,SW,29,A,5753,O,,,K,,,,IN,V,8683D,BOEING,7378H4,36738,30193.0,14942.0,,,,,,,,,,,BOEING,SKIN,,,DELAMINATED,ZONE 600 FLAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R/H MAIN FLAP T/E WEDGE HAS SMALL AREA OF DELAMINATION.<[01] REMOVED DELAMINATIOM DAMAGE PER SRM 57-53-01-2R-7.;[02] VERIFIED REMOVAL OF DAMAGE ONLY;;[03] REPAIRED PER SRM 57-53-01-2R-7.;[04] C/W INSPECTION OF REPAIR AREA NO DEFECTS NOTED.;[05] RESTORED FINISH PER AMM 51-21-99.;[06] C/W INSPECTION AS REQUIRED C/A #5;[07] MISSING RII SIGN OFFS -CLASSIFIED AS A MAJOR REPAIR PER MPM FIGURE 18.2.1.2(1): MAJOR/MINOR REPAIR DECISION LOGIC FLOWCHART - MPM TABLE 10.3.4(1): REQUIRED INSPECTION ITEMS LIST FLAP MAJOR REPAIRS AS AN RII ITEM;[08] ON THE WORK CAPTURE PAGE/REASON DROPDOWN LIST; SELECTED INSPRJCT PER MPM 51.3.4.2;[09] RII REMOVAL OF DAMAGE ONLY;[10] ACCOMPLISHED RII INSPECTION OF REPAIR AREA PER SRM 57-30-01-2R-7 AND NDT PART 1 51-04-00 BOND CK. (REF. CORRECTIVE ACTION #3);[11] CORRECTED RII SIGN OFF OF REPAIR IN CORRECTIVE ACTION STEP #2 AND #4;[12] COMPLETED RII AND INSPECTION REQUIREMENTS
AALA202503284135,3/26/2025 0:00:00,3/28/2025 15:15:44,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,NR,O,826NN,BOEING,737823,31089,44232.0,18851.0,,,,,,,,,,,BOEING,DOOR,,,LACK OF LUBE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: AIRCRAFT LEFT AFT LAVATORY-D DOOR STICKS CLOSED AND IS VERY DIFFICULTTO OPEN. ESPECIALLY IN FLIGHT. LUBED CENTER HINGE ASSEMBLY. TIGHTEN TWO LOOSE SCREWS ON DOOR FRAME. PER CMM 25-40-64.
AALA202503280800,3/8/2025 0:00:00,3/28/2025 15:15:44,AALA,AALA,A,SW,21,A,5511,O,,,K,,,,IN,V,829NN,BOEING,737823,33210,44964.0,18882.0,,,,,,,,,,,BOEING,RIB,182A5305U3,,CRACKED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,AIRCRAFT IN BASE MAINTENANCE: POSSIBLE CRACK ON LEFT STAB INTERNAL STRUCTURE WEB 3RD RIB FROM FORWARD TO AFT LOWER SIDE LEADING EDGE BS 142.45. REMOVED AND REPLACED RIB (FITTING). PER BOEING DWG 182A5305 REV D AND B737-NG SRM 51-40-02-0G.
AALA202503288589,3/27/2025 0:00:00,3/28/2025 15:17:12,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,IN,V,821NN,BOEING,737823,30912,45525.0,19184.0,,,,,,,,,,,,DOOR,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: LAVATORY-D ACCORDION DOOR GETS JAMMED WHEN TRYING TO OPEN BOTH FROM INSIDE AND OUTSIDE. ADJUSTED DOOR AND CLEANED TRACK. PER CMM 25-40-58.
AALA202503284914,3/15/2025 0:00:00,3/28/2025 15:18:15,AALA,AALA,A,SW,21,A,5414,O,,,K,,,,IN,V,994NN,BOEING,737823,33248,25304.0,10728.0,,,,,,,,,,,BOEING,SKIN PANEL,,,WORN,ZONE 400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: WEAR MARKS ALONG THE LEFT WING FIXED LEADING EDGE UPPER SKIN PANEL UPPER SURFACE, JUST INBOARD OF ENGINE STRUT. REMOVED AND REPLACED LEFT HAND WING FIXED LEADING EDGE UPPER SKIN ASSEMBLY INBOARD ENGINE NUMBER 1. PER B737 SRM 51-40-02."
SWAA2025041403403,3/8/2025 0:00:00,4/14/2025 15:45:14,SWAA,SWAA,A,SW,29,A,2565,O,,,K,,,,IN,V,8683D,BOEING,7378H4,36738,30193.0,14942.0,,,,,,,,,,,,SLIDE,,,OUT OF ADJUST,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2 AFT GALLEY DOOR LINER HAS A CRACK ABOVE AFT SLIDE MOUNT BOLT.<[01] REPAIRED LINER PER AMM 25-00-00 AND RESTORED FINISH PER AMM 51-21-00.;[02] INSPECTION C/W FOR CORRECTIVE ACTION #1 FOR REPAIRED LINER PER AMM 25-00-00 AND RESTORED FINISH PER AMM 51-21-00.
SCNA20250401089,3/31/2025 0:00:00,4/1/2025 9:56:42,SCNA,SCNA,A,GL,15,A,2560,O,,,K,,,,IN,V,844SY,BOEING,7378K5,37240,33763.0,11533.0,,,,,,,,,,,,GIRT BAR,,,LOOSE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFECT 789342: L1 GIRT BAR CLIPS LOOSE - - RESOLUTION: L1 GIRT BAR RETAINER CLIPS ADJUSTED REF AMM 25-66-01 OK FOR SERVICE
AALA202504015514,3/11/2025 0:00:00,4/1/2025 10:26:32,AALA,AALA,A,SW,21,A,5315,O,,,K,,,,IN,V,923NN,BOEING,737823,31167,35203.0,15130.0,,,,,,,,,,,BOEING,FLOORBEAM,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,947,,,,,,,,,,24,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM UPPER CHORD (T-CAP) AT STA 947, RBL 24. REPAIRED CHORD PER SRM 53-70-51-2R REPAIR 5."
SWAA2025033119744,3/29/2025 0:00:00,3/31/2025 15:38:23,SWAA,SWAA,A,SW,29,A,2560,L,,,K,,,,IN,C,8752Q,BOEING,7378,67206,9579.0,4763.0,,,,,,,,,,,,FLASHLIGHT,,,NO TEST,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT GALLEY FLASHLIGHT FAILED SELF TEST<[01] FLASHLIGHT TEST OK IAW AMM 25-64-00
CALA2025040103371,3/25/2025 0:00:00,4/2/2025 1:44:10,CALA,CALA,A,GL,33,A,2565,O,,,K,,,,IN,V,14237,BOEING,737824,28802,78492.0,29229.0,,,,,,,,,,,,SLIDE,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOOR 1R SLIDE IS TOUCHING THE FLOOR UPDATED MAA CODE FIX USING VENDOR MAA SCREEN PLEASE CONTACT TOMC BEFORE COMMENCING ANY WORK. PLEASE INSPECT SLIDE AT DOOR 1R AND CONTACT TOMC O. CASTRO 847-700-9980 REF AMM 25-66-01. INSPECTED SLIDE AT DOOR 1R IAW AMM 25-66-01 FOUND SLIDE PACK AND GIRT MATERIAL TO BE SERVICEABLE. INSPECTED SLIDE AT DOOR 1R IAW AMM 25-66-01 FOUND SLIDE PACK AND GIRT MATERIAL TO BE SERVICEABLE.
SWAA2025030602088,3/5/2025 0:00:00,3/6/2025 15:45:27,SWAA,SWAA,A,SW,29,A,5511,O,,,K,,,,IN,O,8302F,BOEING,7378H4,36680,42059.0,19535.0,,,,,,,,,,,BOEING,SPAR,,,CORRODED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIGHT HORIZONTAL STABILIZER REAR SPAR UPPER CHORD HAS SURFACE CORROSION AT STAB STATION 71.5; ALONG AFT EDGE 1.625' LONG BY .375' WIDE. REPAIRED IAW 25-155-00571.
SCNA20250306065,3/6/2025 0:00:00,3/6/2025 10:08:14,SCNA,SCNA,A,GL,15,A,2560,O,,,K,,,,IN,V,831SY,BOEING,73783N,28249,67768.0,30419.0,,,,,,,,,,,,GIRT BAR,,,NO DISCREPANCY,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DEFECT 795864: 1R GIRT BAR HOLDER (RIGHT SIDE) LOOSE. - - RESOLUTION: INSPECTED 1R GRIT BAR RETAINING CLIP AND FLOOR MOUNTED BRACKET IAW AMM 25-66-01, AND FOUND GRIT BAR TO BE SECURE IN BOTH POSITIONS."
SWAA2025030501616,3/3/2025 0:00:00,3/5/2025 15:50:11,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,8694E,BOEING,7378H4,36661,28606.0,14205.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEFT SIDE OVERWING EMERGENCY EXIT ROW LIGHTS INOP<[01] R&R'D BATTERY PACK IAW AMM 33-51-06;[02] 01 - REMOVED AND REPLACED PER [AMM 33-51-06-960-805-NG (POWER SUPPLY - BATTERY PACK REPLACEMENT - PERMANENT)]
AALA202503072551,3/6/2025 0:00:00,3/7/2025 11:30:56,AALA,AALA,A,SW,21,A,5610,O,,,O,,,,NR,9,315UA,BOEING,7378,44508,556.0,220.0,,,,,,,,,,,BOEING,SLIDING WINDOW,,,STUCK,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT WAS NOT GROUNDED: FLIGHT DECK RIGHT HAND SLIDING WINDOW WILL NOT OPEN, THE EMERGENCY LATCH ON OUTSIDE OF AIRCRAFT BENEATH THE WINDOW IS NOT FLUSH AND SLIGHTLY CROOKED. MAINTENANCE FOUND THE WINDOW FRAME HAD EXCESSIVE PRIMER / PAINT WHICH WAS REMOVED. MAINTENANCE ALSO LUBRICATED THE WINDOW SEAL AND ACCCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 56-12-11."
AALA202504033318,3/5/2025 0:00:00,4/3/2025 11:27:21,AALA,AALA,A,SW,21,A,5512,O,,,K,,,,IN,V,959AN,BOEING,737823,30828,67206.0,28829.0,,,,,,,,,,,,SKIN PANEL,,,GOUGED,ZONE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT IN BASE MAINTENANCE: THE LEFT HAND HORIZONTAL LEADING EDGE SECOND SKIN PANEL FROM THE OUTBOARD END HAS A GOUGE NEXT TO A FASTNER AND AN EXISTING DENT REPAIR. APPLIED PERMANENT REPAIR ON THE LEFT HAND HORIZONTAL LEADING EDGE SECOND SKIN PANEL FROM THE OUTBOARD END. PER B737NG SRM 55-10-01-R2-1 REPAIR 1.
AALA202503076248,3/6/2025 0:00:00,3/7/2025 11:30:57,AALA,AALA,A,SW,21,A,2560,O,,,O,,,,NR,O,839NN,BOEING,737823,29557,43285.0,18459.0,,,,,,,,,,,BOEING,GIRT BAR,,,LOOSE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FLIGHT ATTENDANT REPORTS L1 DOOR GIRT BAR IS LOOSE. MAINTENANCE RESECURED PER AARD 25-66-00.
UIEA2025022700179,3/4/2025 0:00:00,3/7/2025 14:28:55,UIEA,UIEA,A,EA,15,A,5313,O,,,K,,,,IN,V,5147A,BOEING,73783N,32882,59965.0,32325.0,,,,,,,,,,,BOEING,STRINGER,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,440,500,27,R,,,,,,,,,,,,,,,,,"LOWER FUSELAGE, FWD CARGO COMPARTMENT FROM BS 440 TO BS 490 STRNGER-27R WITH CORROSION. PERFORMED PERMANENT REPAIR AT STRINGER 27R DUE TO CORROSION OUT LIMITS IAW SRM 53-00-03-2R-1 REPAIR 1 FIG 205 FROM STA 440 TO STA 500 AND SPLICE INSTALLED ON STA 460+8 INCH. NO FURTHER DEFECTS NOTED."
UIEA2025030400194,3/4/2025 0:00:00,3/7/2025 14:28:56,UIEA,UIEA,A,EA,15,A,5313,O,,,K,,,,IN,V,5147A,BOEING,73783N,32882,59965.0,32325.0,,,,,,,,,,,BOEING,STRINGER,,,CORRODED,ZONE 100,,,,,,,,,,,,,,,500,500,28,L,,,,,,,,,,,,,,,,,"FWD CARGO COMPARTMENT FROM STA 500C+5"" TO STA 500F STRINGER 28LH WITH CORROSION AROUND SOLID RIVETS DRIVEN HEAD.(PERFORMED PERMANENT REPAIR AT STRINGER 28LH FROM STA 500A + 1 INCH TO STA 500E + 21 INCH IAW B737-800BCF SRM 53-00-03-2R-1 REPAIR 1 FIGURE 206, REV 22 (NOV-10-24). THIS REPAIR IS CATEGORY A. NO FURTHER DEFECTS NOTED.)"
SWAA2025030702973,3/6/2025 0:00:00,3/7/2025 15:12:29,SWAA,SWAA,A,SW,29,A,2560,O,,,O,,,,TX,V,8785L,BOEING,7378,67755,7626.0,3896.0,,,,,,,,,,,,GIRT BAR,,,BENT,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFT GIRT BAR BENT F/O SIDE<[01] NO DEFECTS NOTED GIRT BAR OPS CK NORMAL PER S.I.P.
DALA2025040302539,3/31/2025 0:00:00,4/3/2025 14:37:39,DALA,DALA,A,SO,27,A,5730,O,,,K,,,,IN,V,3753,BOEING,737832,32626,73554.0,28358.0,,,,,,,,,,,BOEING,ACCESS PANEL,,,WORN,ZONE 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(LOG 0887757) RH WING FUEL TANK PANEL 632LB CUTOUT HAS WEAR SPOTS. REMOVED EDGE DAMAGE FROM R/H WING FUEL PANEL 632LB CUTOUT IAW B737 SRM 51-10-02-OG. REMOVED 0.008"" MATERIAL FROM THE EDGE OF THE R/H WING FUEL TANK PANEL 632LB CUTOUT, MAX ALLOWED OF 0.050"", FOUND TO BE WITHIN LIMITS IAW B737 SRM 57-20-01-2R REPAIR 1. RESTORED SURFACE FINISH IAW B737 SRM 51-20-01."
SWAA2025033105450,3/15/2025 0:00:00,3/31/2025 15:38:33,SWAA,SWAA,A,SW,29,A,3350,L,,,K,,,,IN,C,1803U,BOEING,7378,60226,7550.0,3895.0,,,,,,,,,,,,BATTERY PACK,,,INOPERATIVE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AT THE FWD SERVICE DOOR; THE EXIT LIGHT BELOW THE EXIT SIGN HAS AN INOP BULB.<[01] FOUND THE EMERGENCY LIGHT BATTERY PACK AND CHARGER (M02816) TO BE AT FAULT; REMOVED AND REPLACED THE EMERGENCY LIGHT CHARGER AND BATTERY PACK (M02816) IAW AMM 33-51-06. OP CHECK GOOD PER AMM 33-51-06;[02] VERIFIED C/A #1.
AALA202503108074,3/7/2025 0:00:00,3/10/2025 16:16:45,AALA,AALA,A,SW,21,A,5250,O,,,K,,,,IN,V,953AN,BOEING,737823,29539,64569.0,27234.0,,,,,,,,,,,,DOOR,,,OUT OF ADJUST,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR STICKS WHILE OPENING AND CLOSING. READJUSTED LAVATORY-A DOOR ASSEMBLY. PER CMM 25-45-46.
CALA2025040403525,3/31/2025 0:00:00,4/4/2025 13:04:41,CALA,CALA,A,GL,33,A,5320,O,,,K,,,,IN,V,77535,BOEING,737824,62751,27238.0,9898.0,,,,,,,,,,,BOEING,STRUCTURE,147A85407,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,42,L,62,L,,,,,2.0,,"{B737-06-3-0049} CABIN AFT WET AREA L/H INNER CHORD, IS CORRODED FROM STA. 955 TO STA. 98.5 REF AAR N/R 9954829 REMOVED AND REPLACED CABIN AFT WET AREA INNER CHORD REF B-737 SRM 51-40-02-0G-0 AND DWG 147A8540"
AALA202503103539,3/7/2025 0:00:00,3/10/2025 16:18:07,AALA,AALA,A,SW,21,A,3397,O,,,K,,,,IN,V,826NN,BOEING,737823,31089,44109.0,18794.0,,,,,,,,,,,,CONNECTOR,D11321,,LOOSE,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIRCRAFT IN BASE MAINTENANCE: OVERHEAD EMERGENCY LIGHT INOPERATIVE 12DEF. TROUBLESHOT EMERGENCY LIGHTING SYSTEM, FOUND CONNECTOR D11321 LOOSE, AND RESEATED CONNECTOR D112321 FOR EMERGENCY AISLE LIGHT ASSEMBLY AT RIGHT HAND ROW 12DEF. PER B737-NG WDM 33-51-12 AND B737-NG SWPM 20-60-06. OPERTIONAL CHECK GOOD."
AALA202504071440,3/23/2025 0:00:00,4/7/2025 9:49:12,AALA,AALA,A,SW,21,A,5315,O,,,K,,,,IN,V,967AN,BOEING,737823,29545,67811.0,28696.0,,,,,,,,,,,CNDAIR,FLOORBEAM,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,947,,,,,,,,,,10,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM UPPER CHORD (T-CAP) AT STA 947, RBL 10. REPAIRED CHORD PER SRM 53-70-51-2R -5."
AALA202504071714,3/22/2025 0:00:00,4/7/2025 9:49:13,AALA,AALA,A,SW,21,A,5315,O,,,K,,,,IN,V,967AN,BOEING,737823,29545,67811.0,28696.0,,,,,,,,,,,BOEING,FLOORBEAM,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,987,,,,,,,,,,43,R,,,,,,,2.0,,"AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM AT STA 987, LBL 43. REPAIRED PER SRM 53-70-51-2R-6."
SWAA2025031003008,3/7/2025 0:00:00,3/10/2025 15:40:28,SWAA,SWAA,A,SW,29,A,2565,O,,,K,,,,IN,9,8665D,BOEING,7378H4,36652,32884.0,16024.0,,,,,,,,,,,,SCREW,,,LOOSE,ZONE 800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L1 DOOR SLIDE RETAINER SCREW LOOSE<[01] INSTALLED HARDWARE AS REQUIRED IAW AMM 25-66-01
AALA202503127435,3/11/2025 0:00:00,3/12/2025 14:32:11,AALA,AALA,A,SW,21,A,2565,O,,,K,,,,IN,V,953AN,BOEING,737823,29539,64596.0,27246.0,,,,,,,,,,,BFGOODRICH,SLIDE,5A3307701,,FAULTED,ZONE 800,19705.0,8633.0,6697.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIRCRAFT WAS NOT GROUNDED: L1 DOOR SLIDE ASSEMBLY REQUIRES REPLACEMENT. ACCOMPLISHED SLIDE CHANGE ON L1 DOOR. PER JOB CARD 08L22125001.
CALA2025031302751,3/10/2025 0:00:00,3/13/2025 8:47:06,CALA,CALA,A,GL,33,A,5320,O,,,K,,,,IN,O,86534,BOEING,737824,62750,27507.0,10083.0,,,,,,,,,,,BOEING,FLOOR SUPPORT,,,CORRODED,ZONE 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,"REMOVE AND REPLACE AFT CABIN WET AREA FLOOR SUPPORT INTERCOSTAL UPPER CAP CORR AT STA 947 LBL 24 MKD DOT 004 REF AAR N/R 9948344 CREATED ESFR ENTRY, NOT A MAJOR REPAIR."
