"id","operator_control_number","difficulty_date","submission_date","operator_designator_id","submitter_designator_id","submitter_type_code","receiving_region_code","receiving_district_office","sdr_type","nature_condition_a","nature_condition_b","nature_condition_c","precautionary_proc_a","precautionary_proc_b","precautionary_proc_c","precautionary_proc_d","stage_of_operation","how_discovered","discrepancy","aircraft_id","operator_id","jasc_code","engine_make","engine_model","engine_serial_number","engine_total_time","engine_total_cycles","propeller_make","propeller_model","propeller_serial_number","propeller_total_time","propeller_total_cycles","part_make","part_name","part_number","part_serial_number","part_condition","part_location","part_total_time","part_total_cycles","part_time_since","part_since_code","component_make","component_model","component_name","component_part_number","component_serial_number","component_location","component_total_time","component_total_cycles","component_time_since","component_since_code","fuselage_station_from","fuselage_station_to","stringer_from","stringer_from_side","stringer_to","stringer_to_side","wing_station_from","wing_station_from_side","wing_station_to","wing_station_to_side","butt_line_from","butt_line_from_side","butt_line_to","butt_line_to_side","water_line_from","water_line_to","crack_length","number_of_cracks","corrosion_level","structural_other","aog_flag","severity","emer_flag","divert_flag","fail_flag","fault_flag","inter_flag","fire_flag","leak_flag","press_flag","elec_flag","fuel_flag","hyd_flag","flightctrl_flag","struct_flag","mel_flag","failed_part","jasc_code_description","ata_chapter","ata_chapter_description"
47989,"AALA202309051263","2023-09-01","2023-09-05",7,7,"A","SW","23","A","K","","","A","","","","CR","V","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT DIVERTED TO IND. AIRCRAFT LANDED SAFELY. OIL LEAK SUSPECTED INFLIGHT DUE TO RAPID DECREASE IN OIL QUANTITY. OIL DISPLAY BLANK PRIOR TO LANDING. OIL CAP PACKING FOUND CUT AND LEAKING INTO DRAIN SCUPPER. REMOVE AND REPLACED OIL CAP PACKING. PER AMM 79-11-03.",613,7,"7900","","","","","","","","","","","","PACKING","UNKNOWN","","CUT","ZONE 500 - LH WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,1,"","","","","",1,"","","","","","","pack","ENGINE OIL SYSTEM (AIRFRAME)",79,"Oil"
47990,"AALA202309057267","2023-09-02","2023-09-05",7,7,"A","SW","23","A","W","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: PASSENGERS GETTING STUCK IN AFT LEFT LAVATORY, DOOR IS NOT OPENING FROM INSIDE. ADJUSTED AND LUBRICATED DOOR TRACKS AS REQUIRED.",1377,7,"5250","","","","","","","","","","","","TRACK","UNKNOWN","","LACK OF LUBE","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","",1,"","","door","FIXED INNER DOORS",52,"Doors"
47991,"AALA202308143815","2023-08-04","2023-08-14",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN REAR SPAR LEFT HAND FRAME ASSEMBLY (PICKLE FORK) LOCATED AT BS 663, S17L. REPLACED FRAME ASSEMBLY PER EA 346632.",223,7,"5311","","","","","","","","","","","BOEING","FRAME","654A00041595","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","663","","17","L","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FRAME",53,"Fuselage"
47992,"AALA202308148727","2023-08-09","2023-08-14",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: R2 DOOR EXTERIOR EMERGENCY SLIDE LIGHT BURNED OUT. MAINTENANCE FOUND BULB BURNED OUT AND CONNECTOR D11084 DISCONNECTED. REPLACED BULB (AALA202308148727) AND RECONNECTED CONNECTOR PER SWPM 20-61-28 (AALA202308142530). ACCOMPLISHED SATISFACTORY OPERATIONAL CHECK PER AMM 33-51-0.",598,7,"3350","","","","","","","","","","","GE","BULB","767","","BURNED OUT","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","",1,"","","","","","","","","","","","door","EMERGENCY LIGHTING",33,"Lights"
47993,"AALA202308142449","2023-08-12","2023-08-14",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 32.40. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1249,7,"5714","","","","","","","","","","","BOEING","FITTING","111A24011","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","32.4","","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","WING, CENTER BOX",57,"Wings"
47994,"AALA202308140474","2023-08-12","2023-08-14",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND LBL 54.60. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",1249,7,"5310","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","54.6","L","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, STRUCTURE",53,"Fuselage"
47995,"AALA202309067520","2023-09-03","2023-09-06",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND LBL 32.40. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",669,7,"5300","","","","","","","","","","","BOEING","FITTING","111A24012","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","32.4","L","","","","","1.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE STRUCTURE (GENERAL)",53,"Fuselage"
47996,"AALA202307185419","2023-07-15","2023-07-18",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON G1 GALLEY AREA FITTING LOCATED AT BS 277 AND RBL 41.80. REPLACED FITTING PER SRM 51-40-02.",329,7,"5340","","","","","","","","","","","BOEING","FITTING","141A57502","","CORRODED","ZONE 200 - FUSE","","","","","","","","","","","","","","","277","","","","","","","","","","41.8","R","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
47997,"AALA202306125964","2023-06-10","2023-06-12",7,7,"A","SW","23","A","O","","","K","","","","IN","C","AIRCRAFT WAS GROUNDED: L1 DOOR WILL NOT OPEN. FORWARD ENTRY DOOR GUIDE ARM PIN REMOVED AND REPLACED.",176,7,"5210","","","","","","","","","","","","PIN","","","FAULTY","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
47998,"AALA202309075735","2023-08-22","2023-09-07",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CABIN FLOOR CROSS STRUCTURE BETWEEN CENTER FLOOR BEAM AND RIGHTHAND INBOARD FLOOR BEAM BROKEN. LOCATED AT BS 540 BETWEEN BL 0 TO RBL 33. REPLACED FLOOR PLATE (AALA202309075735) AND PANEL (AALA202309077642) PER SRM 51-40-02.",1381,7,"5320","","","","","","","","","","","BOEING","PLATE","143A5240U12","","BROKEN","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","0.0","","33.0","R","","","","","","","",0,"","","","","","","","",1,"","","","","","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
47999,"AALA202306135442","2023-06-12","2023-06-13",7,7,"A","SW","23","A","J","","","A","","","","CL","V","AIRCRAFT WAS GROUNDED: FUEL IMBALANCE / LEAK ON TAKEOFF BETWEEN 10K CLIMBING. EMERGENCY DECLARED; FLIGHT RETURNED TO DFW LANDING SAFELY. MAINTENANCE REPLACED LEFT WING FUEL COMPENSATOR UNIT PER AMM 28-41-21-401.",1287,7,"2840","","","","","","","","","","","SIMMONDS","COMPENSATOR","2020202","","FAULTY","ZONE 500 - LH WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","","",1,"","","","","compensator","ACFT FUEL INDICATING SYSTEM",28,"Fuel"
48000,"AALA202309116296","2023-09-10","2023-09-11",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS GROUNDED: EMERGENCY LIGHTS ARE ON WHEN SWITCH IS PLACED TO OFF. REPLACED AFT ATTENDANT CONTROL PANEL EMERGENCY LIGHT MODULE. PER AMM 23-42-00.",613,7,"3350","","","","","","","","","","","","MODULE","UNKNOWN","","FAULTY","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","","","","","","","","","","","switch","EMERGENCY LIGHTING",33,"Lights"
48001,"AALA202308182690","2023-08-06","2023-08-18",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN WING CENTER SECTION REAR SPAR VAPOR BARRIER ATTACH ANGLE LOCATED AT BS 662 AND RBL 42. REPAIRED ATTACH ANGLE PER SRM 57-10-10-2R-5.",213,7,"5340","","","","","","","","","","","","ATTACH ANGLE","UNKNOWN","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","662","","","","","","","","","","42.0","R","","","","","1.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
48002,"AALA202307218861","2023-07-13","2023-07-21",7,7,"A","SW","23","A","O","","","K","","","","UK","V","AIRCRAFT WAS NOT GROUNDED: 16F WINDOW SHADE CRUMPLED AND WILL NOT OPEN FULLY. **SUPPLEMENTAL REPORT FOR AALA20230717886: REPLACED WINDOW SHADE AT 16F PER M/M 25-21-12.** (CLOSED)",192,7,"5100","","","","","","","","","","","BOEING","SHADE","411A6809303B","","DAMAGED","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","window","STANDARD PRACTICES/STRUCTURES",51,"Standard Practices And Structures - General"
48003,"AALA202309123560","2023-09-09","2023-09-12",7,7,"A","SW","23","A","O","","","K","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: L1 DOOR IS DIFFICULT TO OPEN OR CLOSE. FOUND AIRCRAFT SLIGHTLY PRESSURIZED. DEPRESSURIZED CABIN L-1 DOOR OPS CHECK GOOD.",1213,7,"5210","","","","","","","","","","","","DOOR","UNKNOWN","","UNKNOWN","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
48004,"AALA202306161280","2023-06-15","2023-06-16",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED FROM BS 500E TO BS 500I AT S25R. REMOVED, FABRICATED, AND INSTALLED TRANSITION PANEL PER SRM 51-40-02-0G.",1106,7,"5320","","","","","","","","","","","","TRANSITION PANEL","UNKNOWN","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500E","500I","25","R","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
48005,"AALA202306164742","2023-06-15","2023-06-16",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT WHEEL WELL VAPOR BARRIER WEB LOCATED AT BS 663.75 AT RBL 45.64. REPAIRED VAPOR BARRIER PER AARD 57-10-10-9 REPAIR 9 PAR 3B.",1026,7,"5312","","","","","","","","","","","","BULKHEAD WEB","UNKNOWN","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","663.75","","","","","","","","","","45.64","R","","","","","14.0",1,"","","",0,"","","","","","","","","","","","",1,"","wheel","FUSELAGE MAIN, BULKHEAD",53,"Fuselage"
48006,"AALA202309134539","2023-08-23","2023-09-13",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT LEFT HAND TRANSITION PANEL LOCATED FROM BS 500G + 12 INCHES TO BS 500I, LBL 26. REPAIRED TRANSITION PANEL PER SRM 53-00-53-2R REPAIR 6 AND SRM 51-40-02.",921,7,"5320","","","","","","","","","","","","TRANSITION PANEL","UNKNOWN","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500G +12","500I","","","","","","","","","26.0","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
48048,"AALA202306078395","2023-06-06","2023-06-07",7,7,"A","SW","23","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: FORWARD RIGHTHAND FLIGHT ATTENDANT JUMPSEAT FLASHLIGHT DOES NOT TEST. REMOVED AND REPLACED FLASHLIGHT BATTERY PER AMM 25-64-00.",969,7,"3350","","","","","","","","","","","","BATTERY","","","NO TEST","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","battery","EMERGENCY LIGHTING",33,"Lights"
48007,"AALA202309135519","2023-08-27","2023-09-13",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER LOWER SKIN LOCATED AT STABILIZER STA 120.30, 9 INCHES FROM AFT SPAR. REPAIRED SKIN PER SRM 55-10-01-2R-11.",411,7,"5512","","","","","","","","","","","","SKIN","UNKNOWN","","CRACKED","ZONE 300 - STABS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","L STAB STA 120.30","",0,"","","",1,"","","","","","","","",1,"","other","HORIZONTAL STABILIZER, PLATE/SKIN",55,"Stabilizers"
48008,"AALA202306198262","2023-06-16","2023-06-19",7,7,"A","SW","23","A","O","","","K","","","","IN","O","AIRCRAFT WAS NOT GROUNDED: COCKPIT DOOR HARD TO OPEN. LUBRICATED DOOR LOCK MECHANISM.",104,7,"5250","","","","","","","","","","","","LOCK","UNKNOWN","","LACK OF LUBE","DOOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
48009,"AALA202306205620","2023-06-02","2023-06-20",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FORWARD CARGO COMPARTMENT RIGHT HAND TRANSITION PANEL LOCATED FROM BS 500A TO BS 500G AT S25R. REPLACED TRANSITION PANEL PER SRM 51-40-02 AND SRM 53-00-53.",440,7,"5320","","","","","","","","","","","BOEING","TRANSITION PANEL","143A7501188","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","500A","500G","25","R","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
48010,"AALA202306216653","2023-06-19","2023-06-21",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN RIGHT HAND HORIZONTAL STABILIZER RIB STIFFENERS, LOCATED AT STABILIZER STA 129, REPLACED RIB PER AARD 51-00-05-R1 AND SRM 51-40-02.",919,7,"5511","","","","","","","","","","","BOEING","RIB","182A5305U4","","CRACKED","ZONE 300 - STABS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0",1,"","R STAB STA 129","",0,"","","","","","","","","","","","",1,"","other","HORIZONTAL STABILIZER, SPAR/RIB",55,"Stabilizers"
48011,"AALA202306211772","2023-06-03","2023-06-21",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT FORWARD SHIELD LOCATED FROM BS 767 TO BS 793 AT S25R. REPLACED SHIELD PER AARD 51-00-05-1 AND DWG 146A8127.",440,7,"5320","","","","","","","","","","","BOEING","SHIELD","146A812712","","CORRODED","ZONE 100 - FUSE","","","","","","","","","","","","","","","767","793","25","R","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
48012,"AALA202306214224","2023-06-20","2023-06-21",7,7,"A","SW","23","A","O","","","K","","","","UK","V","AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT LIGHTS NOT ARMED, ONE BULB INOPERATIVE. REPLACED LAMP EMERERGENCY EXIT LIGHT SIGN PER AMM 33-10-00.",1333,7,"3350","","","","","","","","","","","","LAMP","","","INOPERATIVE","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
48013,"AALA202306227090","2023-06-19","2023-06-22",7,7,"A","SW","23","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: WHILE PERFORMING THE EXTERIOR LIGHTS TEST, FOUND THE RIGHT WING FORWARD EXTERIOR EMERGENCY LIGHT TO BE INOPERATIVE. REMOVED AND REPLACED RIGHT WING FORWARD EXTERIOR EMERGENCY LIGHT BULB PER AMM 33-51-04. TESTS GOOD.",1026,7,"3350","","","","","","","","","","","","BULB","UNKNOWN","","INOPERATIVE","ZONE 200 - FUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
48014,"AALA202404115426","2023-09-08","2024-04-11",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN LEFT HAND HORIZONTAL STABILIZER INSPAR RIB 3, LOCATED AT STABILIZER STA 129.50. REPAIRED RIB PER SRM 55-10-09-2R-4. **SUPPLEMENTAL REPORT FOR AALA202309215426 TO ADD SECTION 5 PART INFORMATION AND TO REMOVE THE LEVEL 2 IN SECTION 7. UPON FURTHER REVIEW BY ENGINEERING THIS CRACK WAS NOT ASSOCIATED WITH CORROSION AND NO LEVEL WAS REQUIRED. **",246,7,"5511","","","","","","","","","","","BOEING","RIB","","","CRACKED","ZONE 300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","L STAB STA 129.5","",0,"","","","","","","","","","","","",1,"","other","HORIZONTAL STABILIZER, SPAR/RIB",55,"Stabilizers"
48015,"AALA202307244762","2023-07-21","2023-07-24",7,7,"A","SW","23","A","O","","","K","","","","UK","O","AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR DIFFICULT TO OPEN AND CLOSE. LUBRICATED AND ADJUSTED FORWARD LAVATORY DOOR PER CMM 25-46-96.",161,7,"5250","","","","","","","","","","","","DOOR","UNKNOWN","","OUT OF ADJUST","ZONE 900 - LAV/G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","FIXED INNER DOORS",52,"Doors"
48016,"AALA202310236343","2023-09-05","2023-10-23",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 32.40. REPLACED SHEAR FITTING PER AARD 57-14-00 REPAIR 1.",1381,7,"5340","","","","","","","","","","","BOEING","FITTING","111A24011","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","32.4","R","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
48017,"AALA202306269301","2023-06-24","2023-06-26",7,7,"A","SW","23","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: EXIT 16F WINDOW SHADE JAMMED. ACCOMMODATED WINDOW SHADE PER AMM 25-21-12. OK FOR SERVICE.",104,7,"5220","","","","","","","","","","","","SHADE","UNKNOWN","","JAMMED","ZONE 800 - DOORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","window","EMERGENCY EXITS",52,"Doors"
48018,"AALA202306269092","2023-06-24","2023-06-26",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON MAIN CABIN AFT WET AREA Z ANGLE LOCATED AT BS 990 FROM LBL 33 TO LBL 40. REPLACED ANGLE PER SRM SRM 51-40-05 AND DWG 147A5700 REV B.",1106,7,"5320","","","","","","","","","","","BOEING","ANGLE","147A5710U1","","CORRODED","ZONE 200 - FUSE","","","","","","","","","","","","","","","990","","","","","","","","","","33.0","L","40.0","L","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
48019,"AALA202306288462","2023-06-21","2023-06-28",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: LEFT HAND HORIZONTAL STABILIZER RIB AFT OF REAR SPAR AT ELEVATOR STATION 24.90 HAS CORRODED FASTENER HOLES. REPAIRED RIB PER EA 344629.",598,7,"5511","","","","","","","","","","","BOEING","RIB","185A13109","","CORRODED","ZONE 300 - STABS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EL STA 24.90","",0,"","","","","","","","","","","",1,"","","control rod","HORIZONTAL STABILIZER, SPAR/RIB",55,"Stabilizers"
48020,"AALA202307261503","2023-07-25","2023-07-26",7,7,"A","SW","23","A","B","","","A","","","","CL","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT RETURNED TO DFW DUE TO BURNING PLASTIC SMELL THROUGHOUT CABIN DURING CLIMB. THE AIRCRAFT LANDED SAFELY AT DFW. NO ODORS NOTED WITH APU OR ENGINE POWER RUNS. MAINTENANCE FOUND NO FAULTS.",661,7,"2120","","","","","","","","","","","","UNKNOWN","UNKNOWN","","UNKNOWN","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"",1,"","","","","","","",1,"CND","AIR DISTRIBUTION SYSTEM",21,"Air Conditioning"
48021,"AALA202307269720","2023-07-26","2023-07-26",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND RBL 32.40. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",779,7,"5740","","","","","","","","","","","BOEING","FITTING","111A24011","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","32.4","R","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","WING, ATTACH FITTINGS",57,"Wings"
48022,"AALA202307268254","2023-07-25","2023-07-26",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN CENTER WING BOX FORWARD SPAR UPPER SHEAR FITTING LOCATED AT BS 540 AND LBL 6.14. REPLACED SHEAR FITTING PER AARD 57-14-00-1 REPAIR 1.",779,7,"5710","","","","","","","","","","","BOEING","FITTING","","","CRACKED","","","","","","","","","","","","","","","","540","","","","","","","","","","6.14","L","","","","","2.0",1,"","","",0,"","","","","","","","","","","","",1,"","other","WING, MAIN FRAME STRUCTURE",57,"Wings"
48023,"AALA202307260040","2023-07-25","2023-07-26",7,7,"A","SW","23","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN MAIN CABIN FLOOR SUPPORT BREAK ASSEMBLY LOCATED AT BS 540 BETWEEN BL0 AND LBL 24. REPLACED BREAK ASSEMBLY PER SRM 51-40-02-0G.",669,7,"5320","","","","","","","","","","","BOEING","PANEL","143A524035SD","","CRACKED","ZONE 100 - FUSE","","","","","","","","","","","","","","","540","","","","","","","","","","0.0","","24.0","L","","","","","","","",0,"","","","","","","","","","","","",1,"","panel","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
